participant_id,study_condition,gender,age,cue,valence,response,response_position,response_level,timestamp,time_diff_sec,response_translated,sentiment_label,sentiment_score
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,fortschritt,,zuverlässig,2,2,2025-12-04 00:26:57.878,203.036000013351,reliable,POSITIVE,0.9979442954063416
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,fortschritt,,einfach ,3,2,2025-12-04 00:27:00.517,205.674999952316,simple,POSITIVE,0.9973559379577637
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,fortschritt,,schnell,4,2,2025-12-04 00:27:03.806,208.963999986649,fast,POSITIVE,0.9972225427627563
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,fortschritt,,sicher,5,2,2025-12-04 00:27:05.932,211.089999914169,safe,POSITIVE,0.9979665279388428
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,dystopisch ,,düstere zukunft,1,2,2025-12-04 00:27:13.492,218.650000095367,bleak future,NEGATIVE,-0.9994791150093079
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,dystopisch ,,viel KI,2,2,2025-12-04 00:27:15.514,220.671999931335,a lot of AI,NEGATIVE,-0.9923893809318542
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,dystopisch ,,fehlende menschliche komponente,3,2,2025-12-04 00:27:21.797,226.954999923706,missing human component,NEGATIVE,-0.9991469383239746
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,dystopisch ,,unnatürlich ,4,2,2025-12-04 00:27:24.526,229.684000015259,unnatural,NEGATIVE,-0.9971798658370972
6930aad19f79aa5acfa2722f,CriticalInfrastructure,male,23.0,dystopisch ,,keine zukunft,5,2,2025-12-04 00:27:34.184,239.342000007629,no future,NEGATIVE,-0.9992923736572266
6930737d34d69755f15a784f,Diagnostic,female,25.0,Diagnostic,4.0,Zukunft,1,1,2025-12-04 01:08:01.865,0.0,future,POSITIVE,0.9842697381973267
6930737d34d69755f15a784f,Diagnostic,female,25.0,Diagnostic,1.0,Unsicher,2,1,2025-12-04 01:08:11.561,9.69600009918213,uncertain,NEGATIVE,-0.9993090629577637
6930737d34d69755f15a784f,Diagnostic,female,25.0,Diagnostic,7.0,Progress,3,1,2025-12-04 01:08:21.296,19.430999994278,progress,POSITIVE,0.9895360469818115
6930737d34d69755f15a784f,Diagnostic,female,25.0,Diagnostic,4.0,Roboter,4,1,2025-12-04 01:08:31.065,29.2000000476837,robot,NEGATIVE,-0.9960119724273682
6930737d34d69755f15a784f,Diagnostic,female,25.0,Diagnostic,3.0,Datenauffassung,5,1,2025-12-04 01:09:00.470,58.6050000190735,data perception,POSITIVE,0.9810216426849365
6930737d34d69755f15a784f,Diagnostic,female,25.0,Zukunft,,In Kürze,1,2,2025-12-04 01:10:43.578,161.713000059128,shortly,NEGATIVE,-0.9941526055335999
6930737d34d69755f15a784f,Diagnostic,female,25.0,Zukunft,,Arbeitsmarkt,2,2,2025-12-04 01:11:01.270,179.40499997139,job market,POSITIVE,0.8612388968467712
6930737d34d69755f15a784f,Diagnostic,female,25.0,Zukunft,,Risiko,3,2,2025-12-04 01:11:43.137,221.272000074387,risk,NEGATIVE,-0.9057165384292603
6930737d34d69755f15a784f,Diagnostic,female,25.0,Zukunft,,Forschung,4,2,2025-12-04 01:12:16.400,254.535000085831,research,POSITIVE,0.977603018283844
6930737d34d69755f15a784f,Diagnostic,female,25.0,Zukunft,,Kontrolle,5,2,2025-12-04 01:12:25.132,263.266999959946,control,NEGATIVE,-0.5333051681518555
6930737d34d69755f15a784f,Diagnostic,female,25.0,Unsicher,,Fehler,1,2,2025-12-04 01:12:41.283,279.417999982834,mistake,NEGATIVE,-0.9987515211105347
6930737d34d69755f15a784f,Diagnostic,female,25.0,Unsicher,,Unvorsichtig,2,2,2025-12-04 01:12:56.738,294.87299990654,careless,NEGATIVE,-0.9979754090309143
6930737d34d69755f15a784f,Diagnostic,female,25.0,Unsicher,,Abstürze,3,2,2025-12-04 01:13:10.211,308.345999956131,crashes,NEGATIVE,-0.9989175796508789
6930737d34d69755f15a784f,Diagnostic,female,25.0,Unsicher,,Missbrauch,4,2,2025-12-04 01:13:23.098,321.233000040054,abuse,NEGATIVE,-0.9965586066246033
6930737d34d69755f15a784f,Diagnostic,female,25.0,Unsicher,,Hacking,5,2,2025-12-04 01:13:44.992,343.12700009346,hacking,NEGATIVE,-0.9745491147041321
6930737d34d69755f15a784f,Diagnostic,female,25.0,Progress,,Erneuerungen,1,2,2025-12-04 01:13:51.845,349.980000019074,renewals,POSITIVE,0.9964727759361267
6930737d34d69755f15a784f,Diagnostic,female,25.0,Progress,,Technik,2,2,2025-12-04 01:13:59.051,357.186000108719,technology,NEGATIVE,-0.5599156022071838
6930737d34d69755f15a784f,Diagnostic,female,25.0,Progress,,Möglichkeiten,3,2,2025-12-04 01:14:06.883,365.017999887466,opportunities,POSITIVE,0.9930809140205383
6930737d34d69755f15a784f,Diagnostic,female,25.0,Progress,,Arbeitsplätze,4,2,2025-12-04 01:14:10.862,368.996999979019,jobs,NEGATIVE,-0.986234188079834
6930737d34d69755f15a784f,Diagnostic,female,25.0,Progress,,Wissenschaft,5,2,2025-12-04 01:14:13.826,371.960999965668,science,POSITIVE,0.9814600944519043
6930737d34d69755f15a784f,Diagnostic,female,25.0,Roboter,,Unpersönlich,1,2,2025-12-04 01:14:22.938,381.072999954224,impersonal,NEGATIVE,-0.9969071745872498
6930737d34d69755f15a784f,Diagnostic,female,25.0,Roboter,,Aufmerksamer,2,2,2025-12-04 01:14:28.372,386.506999969482,more attentive,POSITIVE,0.9986476302146912
6930737d34d69755f15a784f,Diagnostic,female,25.0,Roboter,,Manipulierbar,3,2,2025-12-04 01:14:45.963,404.098000049591,manipulable,NEGATIVE,-0.9978742599487305
6930737d34d69755f15a784f,Diagnostic,female,25.0,Roboter,,Futuristisch,4,2,2025-12-04 01:15:17.522,435.65700006485,futuristic,POSITIVE,0.9906066656112671
6930737d34d69755f15a784f,Diagnostic,female,25.0,Roboter,,Leicht,5,2,2025-12-04 01:15:35.176,453.311000108719,easy,POSITIVE,0.9975743889808655
6930737d34d69755f15a784f,Diagnostic,female,25.0,Datenauffassung,,Überwachung,1,2,2025-12-04 01:16:06.477,484.611999988556,surveillance,POSITIVE,0.9170696139335632
6930737d34d69755f15a784f,Diagnostic,female,25.0,Datenauffassung,,Regiment,2,2,2025-12-04 01:16:14.622,492.756999969482,regiment,POSITIVE,0.9908248782157898
6930737d34d69755f15a784f,Diagnostic,female,25.0,Datenauffassung,,Ordnung,3,2,2025-12-04 01:17:21.584,559.71900010109,order,POSITIVE,0.9883612990379333
6930737d34d69755f15a784f,Diagnostic,female,25.0,Datenauffassung,,Vergleich,4,2,2025-12-04 01:18:39.563,637.697999954224,comparison,NEGATIVE,-0.908740758895874
6930737d34d69755f15a784f,Diagnostic,female,25.0,Datenauffassung,,Fehldiagnose,5,2,2025-12-04 01:19:04.539,662.674000024796,misdiagnosis,NEGATIVE,-0.9984062314033508
692db96568ac2fe2012eef3e,Migration,male,32.0,Migration,7.0,gut,1,1,2025-12-04 05:05:59.709,0.0,good,POSITIVE,0.9985306262969971
692db96568ac2fe2012eef3e,Migration,male,32.0,Migration,4.0,notwendig,2,1,2025-12-04 05:06:06.932,7.22299981117249,necessary,POSITIVE,0.9970996379852295
692db96568ac2fe2012eef3e,Migration,male,32.0,Migration,4.0,überrascht,3,1,2025-12-04 05:06:22.613,22.9039998054504,surprised,POSITIVE,0.9933376312255859
692db96568ac2fe2012eef3e,Migration,male,32.0,Migration,7.0,schnell,4,1,2025-12-04 05:06:44.870,45.1609997749329,fast,POSITIVE,0.9972225427627563
692db96568ac2fe2012eef3e,Migration,male,32.0,Migration,5.0,kompetent,5,1,2025-12-04 05:06:57.595,57.885999917984,competent,POSITIVE,0.99512779712677
692db96568ac2fe2012eef3e,Migration,male,32.0,gut,,schnelligkeit,1,2,2025-12-04 05:07:50.049,110.339999914169,speed,POSITIVE,0.9901899695396423
692db96568ac2fe2012eef3e,Migration,male,32.0,gut,,fortschritt,2,2,2025-12-04 05:07:56.276,116.566999912262,progress,POSITIVE,0.9895360469818115
692db96568ac2fe2012eef3e,Migration,male,32.0,gut,,wartezeit,3,2,2025-12-04 05:08:00.883,121.173999786377,waiting time,NEGATIVE,-0.9989744424819946
692db96568ac2fe2012eef3e,Migration,male,32.0,gut,,neutral,4,2,2025-12-04 05:08:13.473,133.763999938965,neutral,POSITIVE,0.9674367308616638
692db96568ac2fe2012eef3e,Migration,male,32.0,gut,,gerecht,5,2,2025-12-04 05:08:17.509,137.799999952316,just,POSITIVE,0.7603603601455688
692db96568ac2fe2012eef3e,Migration,male,32.0,notwendig,,schneller,1,2,2025-12-04 05:08:29.369,149.659999847412,faster,POSITIVE,0.9952974915504456
692db96568ac2fe2012eef3e,Migration,male,32.0,notwendig,,überhand,2,2,2025-12-04 05:08:36.026,156.316999912262,overhand,NEGATIVE,-0.9992639422416687
692db96568ac2fe2012eef3e,Migration,male,32.0,notwendig,,neutral,3,2,2025-12-04 05:09:01.429,181.719999790192,neutral,POSITIVE,0.9674367308616638
692db96568ac2fe2012eef3e,Migration,male,32.0,notwendig,,entlastung,4,2,2025-12-04 05:10:06.871,247.161999940872,relief,POSITIVE,0.9975907802581787
692db96568ac2fe2012eef3e,Migration,male,32.0,notwendig,,sparen,5,2,2025-12-04 05:10:10.297,250.587999820709,save,POSITIVE,0.9823212623596191
692db96568ac2fe2012eef3e,Migration,male,32.0,überrascht,,kontrovers,1,2,2025-12-04 05:10:45.944,286.234999895096,controversial,POSITIVE,0.781892716884613
692db96568ac2fe2012eef3e,Migration,male,32.0,überrascht,,legal,2,2,2025-12-04 05:10:48.616,288.906999826431,legal,POSITIVE,0.9966512322425842
692db96568ac2fe2012eef3e,Migration,male,32.0,überrascht,,neutral,3,2,2025-12-04 05:10:51.245,291.535999774933,neutral,POSITIVE,0.9674367308616638
692db96568ac2fe2012eef3e,Migration,male,32.0,überrascht,,porteste,4,2,2025-12-04 05:10:58.872,299.162999868393,protested,NEGATIVE,-0.9966092109680176
692db96568ac2fe2012eef3e,Migration,male,32.0,überrascht,,menschlichkeit,5,2,2025-12-04 05:11:11.534,311.824999809265,humanity,POSITIVE,0.982554018497467
692db96568ac2fe2012eef3e,Migration,male,32.0,schnell,,zeit,1,2,2025-12-04 05:11:17.730,318.020999908447,time,POSITIVE,0.9784957766532898
692db96568ac2fe2012eef3e,Migration,male,32.0,schnell,,aufwand,2,2,2025-12-04 05:11:21.534,321.824999809265,effort,POSITIVE,0.9873334169387817
692db96568ac2fe2012eef3e,Migration,male,32.0,schnell,,bürokratie,3,2,2025-12-04 05:11:26.625,326.915999889374,bureaucracy,NEGATIVE,-0.9992446899414062
692db96568ac2fe2012eef3e,Migration,male,32.0,schnell,,erreichbarkeitr,4,2,2025-12-04 05:11:33.787,334.077999830246,accessibility,POSITIVE,0.8576377630233765
692db96568ac2fe2012eef3e,Migration,male,32.0,schnell,,schnelligkeit,5,2,2025-12-04 05:11:42.930,343.220999956131,speed,POSITIVE,0.9901899695396423
692db96568ac2fe2012eef3e,Migration,male,32.0,kompetent,,neutral,1,2,2025-12-04 05:11:50.406,350.696999788284,neutral,POSITIVE,0.9674367308616638
692db96568ac2fe2012eef3e,Migration,male,32.0,kompetent,,gerecht,2,2,2025-12-04 05:11:52.204,352.494999885559,just,POSITIVE,0.7603603601455688
692db96568ac2fe2012eef3e,Migration,male,32.0,kompetent,,gleich,3,2,2025-12-04 05:12:04.158,364.448999881744,equal,POSITIVE,0.9925037622451782
692db96568ac2fe2012eef3e,Migration,male,32.0,kompetent,,fortschritt,4,2,2025-12-04 05:12:12.895,373.1859998703,progress,POSITIVE,0.9895360469818115
692db96568ac2fe2012eef3e,Migration,male,32.0,kompetent,,verbesserung,5,2,2025-12-04 05:12:23.245,383.535999774933,improvement,POSITIVE,0.9968281388282776
6930b091dd905c98cbac99bb,Migration,male,25.0,Migration,2.0,roboter,1,1,2025-12-04 05:28:15.570,0.0,robot,NEGATIVE,-0.9960119724273682
6930b091dd905c98cbac99bb,Migration,male,25.0,Migration,1.0,stacheldraht,2,1,2025-12-04 05:28:20.277,4.70700001716614,barbed wire,NEGATIVE,-0.9956018924713135
6930b091dd905c98cbac99bb,Migration,male,25.0,Migration,4.0,papier,3,1,2025-12-04 05:28:23.477,7.90700006484985,paper,NEGATIVE,-0.9785150289535522
6930b091dd905c98cbac99bb,Migration,male,25.0,Migration,1.0,faschismus,4,1,2025-12-04 05:28:27.669,12.0989999771118,fascism,NEGATIVE,-0.99680495262146
6930b091dd905c98cbac99bb,Migration,male,25.0,Migration,4.0,tisch,5,1,2025-12-04 05:28:35.485,19.914999961853,table,NEGATIVE,-0.9664351940155029
6930b091dd905c98cbac99bb,Migration,male,25.0,roboter,,glanz,1,2,2025-12-04 05:29:27.381,71.8110001087189,shine,POSITIVE,0.9977224469184875
6930b091dd905c98cbac99bb,Migration,male,25.0,roboter,,maschine,2,2,2025-12-04 05:29:29.903,74.3330001831055,machine,NEGATIVE,-0.9957234859466553
6930b091dd905c98cbac99bb,Migration,male,25.0,roboter,,abschieben ,3,2,2025-12-04 05:29:34.605,79.0350000858307,deport,NEGATIVE,-0.9980600476264954
6930b091dd905c98cbac99bb,Migration,male,25.0,roboter,,devot,4,2,2025-12-04 05:29:50.131,94.5610001087189,submissive,NEGATIVE,-0.9942704439163208
6930b091dd905c98cbac99bb,Migration,male,25.0,roboter,,strahlung,5,2,2025-12-04 05:30:01.604,106.03400015831,radiation,NEGATIVE,-0.9919458031654358
6930b091dd905c98cbac99bb,Migration,male,25.0,stacheldraht,,blut,1,2,2025-12-04 05:30:16.207,120.637000083923,blood,NEGATIVE,-0.9734047055244446
6930b091dd905c98cbac99bb,Migration,male,25.0,stacheldraht,,klettern,2,2,2025-12-04 05:30:18.585,123.015000104904,climb,POSITIVE,0.9827547669410706
6930b091dd905c98cbac99bb,Migration,male,25.0,stacheldraht,,schneiden,3,2,2025-12-04 05:30:20.778,125.208000183106,cut,NEGATIVE,-0.9949423670768738
6930b091dd905c98cbac99bb,Migration,male,25.0,stacheldraht,,glänzen,4,2,2025-12-04 05:30:23.162,127.592000007629,shine,POSITIVE,0.9977224469184875
6930b091dd905c98cbac99bb,Migration,male,25.0,stacheldraht,,hoch,5,2,2025-12-04 05:30:29.756,134.186000108719,high,POSITIVE,0.9955459833145142
6930b091dd905c98cbac99bb,Migration,male,25.0,papier,,stapel,1,2,2025-12-04 05:30:46.448,150.878000020981,stack,NEGATIVE,-0.9939050078392029
6930b091dd905c98cbac99bb,Migration,male,25.0,papier,,akten,2,2,2025-12-04 05:30:48.028,152.458000183106,files,NEGATIVE,-0.9784069657325745
6930b091dd905c98cbac99bb,Migration,male,25.0,papier,,blut,3,2,2025-12-04 05:30:54.801,159.231000185013,blood,NEGATIVE,-0.9734047055244446
6930b091dd905c98cbac99bb,Migration,male,25.0,papier,,verschmiert,4,2,2025-12-04 05:31:00.063,164.493000030518,smeared,NEGATIVE,-0.9974887371063232
6930b091dd905c98cbac99bb,Migration,male,25.0,papier,,lose,5,2,2025-12-04 05:31:04.891,169.321000099182,loose,NEGATIVE,-0.997147262096405
6930b091dd905c98cbac99bb,Migration,male,25.0,faschismus,,ablehnen,1,2,2025-12-04 05:31:12.218,176.648000001907,reject,NEGATIVE,-0.9993259906768799
6930b091dd905c98cbac99bb,Migration,male,25.0,faschismus,,abschieben,2,2,2025-12-04 05:31:15.961,180.391000032425,deport,NEGATIVE,-0.9980600476264954
6930b091dd905c98cbac99bb,Migration,male,25.0,faschismus,,blut,3,2,2025-12-04 05:31:17.867,182.297000169754,blood,NEGATIVE,-0.9734047055244446
6930b091dd905c98cbac99bb,Migration,male,25.0,faschismus,,tod,4,2,2025-12-04 05:31:19.193,183.623000144959,death,NEGATIVE,-0.9937735199928284
6930b091dd905c98cbac99bb,Migration,male,25.0,faschismus,,tränen,5,2,2025-12-04 05:31:21.316,185.746000051498,tears,POSITIVE,0.9888126850128174
6930b091dd905c98cbac99bb,Migration,male,25.0,tisch,,aktenstapel,1,2,2025-12-04 05:31:31.144,195.574000120163,pile of files,NEGATIVE,-0.999103307723999
6930b091dd905c98cbac99bb,Migration,male,25.0,tisch,,arbeitsplatz,2,2,2025-12-04 05:31:34.384,198.8140001297,workplace,POSITIVE,0.9777412414550781
6930b091dd905c98cbac99bb,Migration,male,25.0,tisch,,holz,3,2,2025-12-04 05:31:36.427,200.857000112534,wood,NEGATIVE,-0.9677790403366089
6930b091dd905c98cbac99bb,Migration,male,25.0,tisch,,überfüllt,4,2,2025-12-04 05:31:40.239,204.669000148773,overcrowded,NEGATIVE,-0.9994294047355652
6930b091dd905c98cbac99bb,Migration,male,25.0,tisch,,sinnlos,5,2,2025-12-04 05:31:44.304,208.733999967575,pointless,NEGATIVE,-0.9993847608566284
69307725b1288538df7aea09,Migration,male,19.0,Migration,6.0,Absicherung,1,1,2025-12-04 07:10:06.366,0.0,protection,POSITIVE,0.9972667694091797
69307725b1288538df7aea09,Migration,male,19.0,Migration,1.0,Vorurteile,2,1,2025-12-04 07:10:10.926,4.56000018119812,prejudices,NEGATIVE,-0.9871572852134705
69307725b1288538df7aea09,Migration,male,19.0,Migration,3.0,Ungerechte Behandlung,3,1,2025-12-04 07:10:21.246,14.8800001144409,unfair treatment,NEGATIVE,-0.9993923902511597
69307725b1288538df7aea09,Migration,male,19.0,Migration,2.0,Persönliche Meinungen,4,1,2025-12-04 07:10:32.039,25.6730000972748,personal opinions,POSITIVE,0.9847795367240906
69307725b1288538df7aea09,Migration,male,19.0,Migration,2.0,Ängste,5,1,2025-12-04 07:10:47.453,41.0870001316071,fears,NEGATIVE,-0.9932296276092529
69307725b1288538df7aea09,Migration,male,19.0,Absicherung,,KI macht Fehler,1,2,2025-12-04 07:11:57.065,110.699000120163,AI makes mistakes,NEGATIVE,-0.9975948929786682
69307725b1288538df7aea09,Migration,male,19.0,Absicherung,,Training von KI,2,2,2025-12-04 07:12:06.056,119.690000057221,training of AI,POSITIVE,0.9864010214805603
69307725b1288538df7aea09,Migration,male,19.0,Absicherung,,Trainingsdaten,3,2,2025-12-04 07:12:18.481,132.115000009537,training data,POSITIVE,0.9818203449249268
69307725b1288538df7aea09,Migration,male,19.0,Absicherung,,Realistisch,4,2,2025-12-04 07:12:25.039,138.673000097275,realistic,POSITIVE,0.9984820485115051
69307725b1288538df7aea09,Migration,male,19.0,Absicherung,,Stellenwegfall,5,2,2025-12-04 07:12:29.769,143.403000116348,job loss,NEGATIVE,-0.9983693957328796
69307725b1288538df7aea09,Migration,male,19.0,Vorurteile,,Rassismus,1,2,2025-12-04 07:12:39.218,152.851999998093,racism,NEGATIVE,-0.9956153631210327
69307725b1288538df7aea09,Migration,male,19.0,Vorurteile,,Diskriminierung,2,2,2025-12-04 07:12:47.618,161.25200009346,discrimination,NEGATIVE,-0.9925722479820251
69307725b1288538df7aea09,Migration,male,19.0,Vorurteile,,Ablehnung,3,2,2025-12-04 07:12:53.139,166.773000001907,rejection,NEGATIVE,-0.9986737966537476
69307725b1288538df7aea09,Migration,male,19.0,Vorurteile,,Chancenungleichheit,4,2,2025-12-04 07:13:04.818,178.452000141144,inequality of opportunity,NEGATIVE,-0.9962897300720215
69307725b1288538df7aea09,Migration,male,19.0,Vorurteile,,Schubladen,5,2,2025-12-04 07:13:15.211,188.84500002861,drawers,POSITIVE,0.9963855743408203
69307725b1288538df7aea09,Migration,male,19.0,Ungerechte Behandlung,,Ethik,1,2,2025-12-04 07:13:27.228,200.861999988556,ethics,NEGATIVE,-0.9741383194923401
69307725b1288538df7aea09,Migration,male,19.0,Ungerechte Behandlung,,Chancen,2,2,2025-12-04 07:13:32.765,206.399000167847,opportunities,POSITIVE,0.9930809140205383
69307725b1288538df7aea09,Migration,male,19.0,Ungerechte Behandlung,,Rassismus,3,2,2025-12-04 07:13:38.028,211.662000179291,racism,NEGATIVE,-0.9956153631210327
69307725b1288538df7aea09,Migration,male,19.0,Ungerechte Behandlung,,Diskriminierung,4,2,2025-12-04 07:13:45.741,219.375,discrimination,NEGATIVE,-0.9925722479820251
69307725b1288538df7aea09,Migration,male,19.0,Ungerechte Behandlung,,Trainingsdaten,5,2,2025-12-04 07:14:08.076,241.710000038147,training data,POSITIVE,0.9818203449249268
69307725b1288538df7aea09,Migration,male,19.0,Persönliche Meinungen,,Besser,1,2,2025-12-04 07:14:14.643,248.276999950409,better,POSITIVE,0.9978359341621399
69307725b1288538df7aea09,Migration,male,19.0,Persönliche Meinungen,,Normalisiert,2,2,2025-12-04 07:14:20.908,254.542000055313,normalized,POSITIVE,0.9971243739128113
69307725b1288538df7aea09,Migration,male,19.0,Persönliche Meinungen,,Freier,3,2,2025-12-04 07:14:26.782,260.416000127792,freer,POSITIVE,0.9972653388977051
69307725b1288538df7aea09,Migration,male,19.0,Persönliche Meinungen,,Mehr Erfolg,4,2,2025-12-04 07:15:05.149,298.782999992371,more success,POSITIVE,0.9985925555229187
69307725b1288538df7aea09,Migration,male,19.0,Persönliche Meinungen,,Weniger Ablehnung,5,2,2025-12-04 07:15:09.638,303.272000074387,less rejection,POSITIVE,0.9769577980041504
69307725b1288538df7aea09,Migration,male,19.0,Ängste,,Ablehnung,1,2,2025-12-04 07:15:16.469,310.103000164032,rejection,NEGATIVE,-0.9986737966537476
69307725b1288538df7aea09,Migration,male,19.0,Ängste,,Rassismus,2,2,2025-12-04 07:15:21.199,314.832999944687,racism,NEGATIVE,-0.9956153631210327
69307725b1288538df7aea09,Migration,male,19.0,Ängste,,Diskriminierung,3,2,2025-12-04 07:15:26.631,320.265000104904,discrimination,NEGATIVE,-0.9925722479820251
69307725b1288538df7aea09,Migration,male,19.0,Ängste,,Falsch sein,4,2,2025-12-04 07:15:36.207,329.841000080109,to be wrong,NEGATIVE,-0.9890907406806946
69307725b1288538df7aea09,Migration,male,19.0,Ängste,,Zurück zu müssen,5,2,2025-12-04 07:15:41.999,335.633000135422,to have to go back,NEGATIVE,-0.9984514713287354
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,CriticalInfrastructure,4.0,Redundanzen,1,1,2025-12-04 08:16:51.309,0.0,redundancies,NEGATIVE,-0.998212456703186
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,CriticalInfrastructure,6.0,Smart,2,1,2025-12-04 08:17:12.134,20.8250000476837,smart,POSITIVE,0.99863201379776
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,CriticalInfrastructure,5.0,IoT,3,1,2025-12-04 08:17:16.272,24.9630000591278,IoT,NEGATIVE,-0.9345390796661377
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,CriticalInfrastructure,6.0,Arbeitsplatz,4,1,2025-12-04 08:17:44.123,52.8139998912811,workplace,POSITIVE,0.9777412414550781
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,CriticalInfrastructure,6.0,Veränderung der Tätigkeiten,5,1,2025-12-04 08:17:50.644,59.335000038147,change of activities,POSITIVE,0.9976412057876587
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Redundanzen,,Doppelte Prüfung,1,2,2025-12-04 08:18:25.950,94.6410000324249,double check,POSITIVE,0.9773520827293396
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Redundanzen,,Automatisierung,2,2,2025-12-04 08:19:12.833,141.523999929428,automation,NEGATIVE,-0.993897020816803
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Redundanzen,,Prozessoptimierung,3,2,2025-12-04 08:19:17.961,146.651999950409,process optimization,POSITIVE,0.9962376356124878
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Redundanzen,,Überflüssig,4,2,2025-12-04 08:19:23.369,152.05999994278,superfluous,POSITIVE,0.9946527481079102
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Redundanzen,,Nicht ausgreift,5,2,2025-12-04 08:19:27.899,156.589999914169,not mature,NEGATIVE,-0.9994390606880188
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Smart,,Digitalisierung,1,2,2025-12-04 08:19:34.139,162.829999923706,digitalization,POSITIVE,0.9819850325584412
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Smart,,Automatisierung,2,2,2025-12-04 08:19:39.860,168.550999879837,automation,NEGATIVE,-0.993897020816803
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Smart,,Doppelte Kontrolle,3,2,2025-12-04 08:19:57.241,185.931999921799,double check,POSITIVE,0.9773520827293396
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Smart,,Kontinuierliche Verbesserung,4,2,2025-12-04 08:20:04.782,193.473000049591,continuous improvement,POSITIVE,0.9987244009971619
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Smart,,Steuerung,5,2,2025-12-04 08:20:14.131,202.822000026703,control,NEGATIVE,-0.5333051681518555
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,IoT,,Internet of Thinks,1,2,2025-12-04 08:20:23.021,211.711999893189,Internet of Things,POSITIVE,0.9895675778388977
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,IoT,,Smarthome,2,2,2025-12-04 08:20:25.981,214.671999931335,smart home,POSITIVE,0.9984058737754822
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,IoT,,Digitaler Zwilling,3,2,2025-12-04 08:20:31.786,220.476999998093,digital twin,POSITIVE,0.979824960231781
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,IoT,,Verknüpfung digital physisch,4,2,2025-12-04 08:20:43.921,232.611999988556,linking digital physical,POSITIVE,0.9924536347389221
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,IoT,,Internet,5,2,2025-12-04 08:20:50.237,238.927999973297,internet,NEGATIVE,-0.8841341137886047
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Arbeitsplatz,,Ortsunabhängig,1,2,2025-12-04 08:21:04.828,253.519000053406,location independent,POSITIVE,0.9972111582756042
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Arbeitsplatz,,Homeoffice,2,2,2025-12-04 08:21:14.540,263.230999946594,home office,POSITIVE,0.9865835309028625
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Arbeitsplatz,,Datensicherheit,3,2,2025-12-04 08:21:18.945,267.635999917984,data security,POSITIVE,0.9937254786491394
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Arbeitsplatz,,VPN,4,2,2025-12-04 08:21:21.520,270.210999965668,VPN,POSITIVE,0.9774797558784485
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Arbeitsplatz,,Veränderung,5,2,2025-12-04 08:21:29.096,277.786999940872,change,POSITIVE,0.9758169054985046
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Veränderung der Tätigkeiten,,Veränderung,1,2,2025-12-04 08:21:36.450,285.141000032425,change,POSITIVE,0.9758169054985046
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Veränderung der Tätigkeiten,,Produktivitätssteigerung,2,2,2025-12-04 08:21:48.377,297.068000078201,increase in productivity,POSITIVE,0.9983774423599243
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Veränderung der Tätigkeiten,,Multitasking,3,2,2025-12-04 08:21:51.739,300.430000066757,multitasking,POSITIVE,0.9959838390350342
6930a87202d4b192f92d726e,CriticalInfrastructure,male,28.0,Veränderung der Tätigkeiten,,Digitalisierung,4,2,2025-12-04 08:21:55.060,303.750999927521,digitalization,POSITIVE,0.9819850325584412
