"ID","PROLIFIC_PID","dummy_informedconsent","commCheck","mic_test_passed","feedback_critic","age","gender","education","employment_status","employment_is_employed","lrscale","rlgdgr","aris_scale-ais1","aris_scale-ais2","aris_scale-ais3","aris_scale-ais4","aris_scale-ris1","aris_scale-ris2","aris_scale-ris3","aris_scale-ris4","utopianism_scale-utop1","utopianism_scale-utop2","utopianism_scale-utop3","utopianism_scale-utop4","anti_utopianism_scale-antiutop1","anti_utopianism_scale-antiutop2","anti_utopianism_scale-antiutop3","anti_utopianism_scale-antiutop4","nfc_scale-nfc1","nfc_scale-nfc2","nfc_scale-nfc3","nfc_scale-nfc4","nfc_scale-nfc5","nfc_scale-nfc6","nfc_scale-nfc7","sjs_scale-sjs1","sjs_scale-sjs2","sjs_scale-sjs3r","sjs_scale-sjs4","sjs_scale-sjs5","sjs_scale-sjs6","sjs_scale-sjs7r","sjs_scale-sjs8","swls_scale-swls1","swls_scale-swls2","swls_scale-swls3","swls_scale-swls4","swls_scale-swls5","brs_scale-brs1","brs_scale-brs2r","brs_scale-brs3","brs_scale-brs4r","brs_scale-brs5","brs_scale-brs6r","prds_scale-prds1","prds_scale-prds2r","prds_scale-prds3","prds_scale-prds4r","prds_scale-prds5","cmq_scale-cmq1","cmq_scale-cmq2","cmq_scale-cmq3","cmq_scale-cmq4","cmq_scale-cmq5","flagPotentialIncon","rank_religious","rank_ai_centered","rank_primitivist","rank_institutional","rank_moral_anarchic","rank_futurist","rank_modern_green","text_missingUtopia","text_rankingUtopias","sentiment_label","sentiment_score","num_windows","window_0_sentimentLabel","window_1_sentimentLabel","window_2_sentimentLabel","window_3_sentimentLabel","window_4_sentimentLabel","window_5_sentimentLabel","window_6_sentimentLabel","window_7_sentimentLabel","window_8_sentimentLabel","window_9_sentimentLabel","window_10_sentimentLabel","window_11_sentimentLabel","window_12_sentimentLabel","window_13_sentimentLabel","window_14_sentimentLabel","window_15_sentimentLabel","window_16_sentimentLabel","window_17_sentimentLabel","window_18_sentimentLabel","window_19_sentimentLabel","window_20_sentimentLabel","window_21_sentimentLabel","window_22_sentimentLabel","window_23_sentimentLabel","window_24_sentimentLabel","window_25_sentimentLabel","window_26_sentimentLabel","window_27_sentimentLabel","window_28_sentimentLabel","window_29_sentimentLabel","window_30_sentimentLabel","window_31_sentimentLabel","window_32_sentimentLabel","window_33_sentimentLabel","window_34_sentimentLabel","window_35_sentimentLabel","window_36_sentimentLabel","window_37_sentimentLabel","window_38_sentimentLabel","window_39_sentimentLabel","window_40_sentimentLabel","window_41_sentimentLabel","window_42_sentimentLabel","window_43_sentimentLabel","window_44_sentimentLabel","window_45_sentimentLabel","window_46_sentimentLabel","window_47_sentimentLabel","window_48_sentimentLabel","window_49_sentimentLabel","window_50_sentimentLabel","window_51_sentimentLabel","window_52_sentimentLabel","window_53_sentimentLabel","window_54_sentimentLabel","window_55_sentimentLabel","window_56_sentimentLabel","window_57_sentimentLabel","window_58_sentimentLabel","window_59_sentimentLabel","window_60_sentimentLabel","window_61_sentimentLabel","window_62_sentimentLabel","window_63_sentimentLabel","window_64_sentimentLabel","window_65_sentimentLabel","window_66_sentimentLabel","window_67_sentimentLabel","window_68_sentimentLabel","window_69_sentimentLabel","window_70_sentimentLabel","window_71_sentimentLabel","window_72_sentimentLabel","window_73_sentimentLabel","window_74_sentimentLabel","window_75_sentimentLabel","window_76_sentimentLabel","window_77_sentimentLabel","window_78_sentimentLabel","window_79_sentimentLabel","window_80_sentimentLabel","window_81_sentimentLabel","window_82_sentimentLabel","window_83_sentimentLabel","window_84_sentimentLabel","window_85_sentimentLabel","window_86_sentimentLabel","window_87_sentimentLabel","window_88_sentimentLabel","window_89_sentimentLabel","window_90_sentimentLabel","window_91_sentimentLabel","window_92_sentimentLabel","window_93_sentimentLabel","window_94_sentimentLabel","window_95_sentimentLabel","window_96_sentimentLabel","window_97_sentimentLabel","window_98_sentimentLabel","window_99_sentimentLabel","window_100_sentimentLabel","window_101_sentimentLabel","window_102_sentimentLabel","window_103_sentimentLabel","window_104_sentimentLabel","window_105_sentimentLabel","window_106_sentimentLabel","window_107_sentimentLabel","window_108_sentimentLabel","window_109_sentimentLabel","window_110_sentimentLabel","window_111_sentimentLabel","window_112_sentimentLabel","window_113_sentimentLabel","window_114_sentimentLabel","window_115_sentimentLabel"
435,"615509a589a34f7cb9fb075f",1,1,1,"N/A",34,"man","some_college","full_time",1,3,8,6,4,5,4,5,6,3,2,6,5,6,5,2,5,1,3,1,1,2,3,3,2,2,3,4,5,5,6,4,5,5,6,5,5,6,3,5,2,5,2,4,1,2,4,2,4,2,7,9,9,8,3,FALSE,4,1,5,3,2,7,6," No, I think that there was a good representation of all possible. The only one I could think of that wasn't listed would be like a total chaos society where just anything goes Mad Max style where people are free to govern themselves how they see fit."," I feel like the best one would be the Futurist Utopia for Science and Innovation. It'd be always looking for ways to find new ways to help the society and do new things to help the innovation and stuff like that. The AI centered dystopian, the Utopia would be less opportunity to innovate and people would have less say so in what was going on.","neutral",0.634634554386139,10,"positive","positive","neutral","neutral","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"69fb69fc0d2413c89f9896e6",1,1,1,"",21,"woman","hs","student",0,2,8,5,5,5,5,3,1,5,3,6,6,6,6,5,2,1,2,1,1,1,1,1,1,1,4,4,8,7,3,2,8,5,5,5,6,3,6,4,2,4,2,3,2,3,4,1,5,2,9,11,10,11,9,FALSE,2,1,4,3,5,6,7," um i guess mixing two of them like the green society and also the one where everyone was backed on their own morals would be good because i think that there needs to be a push for people to do good in the world and like be backed by certain morals so that would be good if we mix those two societies um"," I rank them this way because I would like the AI society the least. I think that one seems the, I would be the most scared if that was my reality. And I mark the green reality as the best because I'm very passionate about the environment and sustaining the world. And that one seemed like the most ideal to me.","positive",0.540161594748497,12,"neutral","neutral","negative","positive","positive","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,"6547a05ca3b182bd3f2d9af8",1,1,1,"",33,"woman","some_college","part_time",1,9,1,2,1,2,1,2,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,4,8,3,9,8,2,3,6,6,6,6,7,6,4,2,4,2,4,2,2,5,2,5,2,3,3,2,2,2,FALSE,3,2,1,4,7,5,6," Um, I think one thing that would be in, um, my utopia would just be a big emphasis on education for all people. Um, I mean, it seems like, you know, people just care less and less about education and, you know, learning skills and reading books. And I think that that should just be something that's passed down from each new generation, because it's really important for people to be educated."," So here's my reasoning for ranking these societies how I did. I thought the moral commonwealth seemed the most ideal because I think generally when people care about their community and the people in it, they're willing to help others without having, without basically being forced to. I mean, there's always going to be people who are going to not act in everyone else's best interest, but for the most part, you know, people are wanting to help others. The second one, I liked the sustainable and secure because I think that really focuses on, you know, the environment and making sure that the planet is in good shape for future generations. Next would be science and innovation, because I think that that would be a good way to make sure that each next generation of future humans has a better life than the ones that came before because, um, science and technology, um, for the most part improves our lives. Um, the fourth I put was, um, the rule of law. Um, I do think it's really important to have rules and society and for bad behavior to be punished, but I could also see how maybe that could turn negative if punishments were too harsh. Next, I did the religious utopia. I know some people would really like this, but it would kind of leave out people who are not religious or don't believe in God. So I don't know where people like that would fit into that kind of society if they would just kind of have to pretend in order to fit in. So that's why I rated that one lower down. The next one is the AI-centered utopia. While I do think that AI can be used as a good tool in some situations, I don't think that our whole society should be um reliant on ai because it just it just takes the need for humans out of the equation and humans you know we need to feel like we are you know helpful and we're doing our part for society and when you have ai take over too much of it um you just can't do that um the last one I did was the low tech and small scale um although I I don't think that this is necessarily like a bad society I just know that I wouldn't want it just because I'm already used to having technology so I think trying to go from a modern life to a low tech like would just be too much for me.","neutral",0.504560589790344,49,"neutral","neutral","neutral","positive","neutral","negative","neutral","neutral","positive","neutral","positive","positive","neutral","neutral","positive","positive","neutral","neutral","negative","neutral","negative","positive","neutral","neutral","negative","neutral","neutral","neutral","neutral","positive","negative","neutral","neutral","neutral","positive","neutral","negative","neutral","neutral","negative","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"69f63c887d8133dc046897fa",1,1,1,"none",29,"man","master","full_time",1,8,8,5,5,5,5,3,3,4,3,5,5,5,4,3,2,4,3,3,2,3,4,3,2,3,6,7,7,7,6,7,7,6,3,6,6,3,6,3,2,4,3,4,4,4,3,3,3,2,6,7,7,7,7,FALSE,5,7,1,6,3,4,2," In my future society, I think I will regard most health and hospital for future use, for clinical check-ups, yeah, I think hospital will be the best in the society, in my future society, that I will like to put."," I have ranked the most preferred to the least preferred because I looked what the society valued the most and what they loved doing to the least. i ranked according to what i understood from what i read yeah","positive",0.683328837156296,7,"neutral","neutral","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,"61097e0464a4a922602d495b",1,1,1,"",26,"woman","master","full_time",1,6,9,5,5,4,3,5,3,2,1,5,4,5,5,3,3,3,3,1,1,2,2,3,2,1,2,3,5,5,6,4,6,5,3,3,3,5,4,4,2,3,2,3,2,3,4,3,4,3,8,8,6,6,8,FALSE,3,1,2,5,6,4,7," I'm not sure that there were any important values or approaches that were absent from all of the utopias. I think what was really important to me was just kind of working for the greater good and protecting the environment. And I mean, obviously, there are a society needs rules to function or something like rules um but i think that was present in all of them um in different ways and i think what would matter most in my vision of society would just be um kind of caring for the human race and i think I think protecting resources and not necessarily in a socialist aspect, but just making sure that people are cared for and the society is built to foster that."," i ranked the modern green utopia first because i think that's something that is really important to me is being sustainable and protecting the environment and i liked that everyone was still kind of like working together and there wasn't um competition um and then my least preferred was the AI-centered utopia. I have a lot of hesitancies about AI and using it in the government and the description of this society kind of freaked me out and isn't something that I would like to live in. I would rather live in a society that's operated and founded by people just because I feel like there's a lot of things that AI can miss. And while AI maybe has more structure and more capabilities, I think that kind of having another human being leading is important.","neutral",0.688027203083038,25,"neutral","positive","positive","neutral","negative","neutral","neutral","negative","neutral","neutral","neutral","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"6a14f917d82408828ca7045b",1,1,1,"",18,"woman","hs","student",0,4,6,4,4,4,4,4,4,4,2,1,1,4,4,4,4,3,2,1,1,1,1,1,1,1,3,5,5,6,5,2,5,4,6,6,6,4,4,3,3,4,3,3,3,3,2,3,4,2,7,8,7,6,9,FALSE,1,4,3,7,2,6,5," I don't really think any were missing."," Thank you.","neutral",0.832756638526917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"5bdfb648484288000130dad0",1,1,1,"N/A",33,"man","hs","full_time",1,11,11,7,7,7,7,5,7,7,4,3,3,3,4,3,3,4,5,1,1,6,5,5,1,1,1,1,9,7,2,4,9,3,6,6,6,7,4,4,2,4,2,4,2,1,4,1,4,1,9,10,9,9,11,FALSE,7,2,6,4,3,5,1," I can't think of anything that was specifically missing. The one that I did rank at the top with the Holy Scriptures, I feel like it's important with that one to make sure that Scripture remains the authority and not an institution. If we can base beliefs off of that and just go by literal, strict interpretation, sola scriptura, and not allow the institution to become more than the writing. So maybe if I were to add another one, one that's completely based on the Holy Scripture, where there is an institution, but the institution is in subjection to the authority of the foundation, which is the Scriptures."," I ranked it this way because it fits my personal beliefs. I believe that with the religious utopia, you're looking at something that has a firm foundation. Second best, I would do the primitive because that's kind of how God made us to begin with. The rest of them, I'm not very high on, but I would keep them in the order of futurist utopia. I feel like innovation is important. It embraces the ideas of capitalism. Institutional, I think the rule of law is always a good thing. I think it can become overbearing. Moral commonwealth, I think we read about that in the book of Judges. It's not a good thing. AI-centered utopia, I think that's what we're heading toward anyway. And then the modern green utopia also is something that we're kind of heading in the direction of that I think is not important or not good.","neutral",0.691001921892166,25,"neutral","neutral","positive","neutral","neutral","neutral","neutral","neutral","positive","neutral","neutral","positive","neutral","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"5c40e28ffe87360001a5677e",1,1,1,"",32,"woman","master","full_time",1,3,8,5,6,6,2,5,6,5,2,7,6,5,3,7,5,6,7,1,1,4,5,5,2,6,2,2,1,1,1,2,9,1,7,7,6,7,6,5,2,4,2,4,4,2,6,5,5,2,8,9,7,4,8,FALSE,5,1,2,6,4,3,7," i believe one thing that was missing from each um future of the society is just happiness um i feel like the happiness goes a long way in life and that people need to learn how to have joy and happiness to get through things in life um i feel like that one of um everything else was driven on You know, technology, the world, sustainability, but sometimes happiness is all the person need."," the reason i wanted my society to be sustainable and secure is because i feel like that's what's best um i do not want to live in a world where we're more focused on technology and technology based and that's data driven um i feel like we're already living in a world now or going towards that world and i feel like being more sustainable and secure life is more important","neutral",0.471344456076622,14,"neutral","neutral","negative","neutral","negative","neutral","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"6a1b4826a9d1bd7172e2961e",1,1,1,"it was a good and beneficial study",25,"non_binary","master","full_time",1,8,3,5,6,6,5,5,6,4,7,5,5,7,6,7,5,6,5,6,1,7,7,7,3,1,7,6,8,9,4,8,6,5,5,4,4,4,5,3,3,4,4,5,5,3,5,2,2,2,11,11,11,11,11,FALSE,1,7,2,6,5,3,4," i fantasize about a utopia where everybody is leveled if everybody is rich is rich if everybody is boys for this community everybody is at the same level yeah"," I told AI-centered utopia because it's easier and everything is automated and you don't have to do a lot of things and unnecessary efforts to be exalted. Institutional utopia is better because all roles are made and it makes moral commonwealth easier to continue. Modern green utopia helps you plant organic foods without chemicals. Futuristic utopia helps us think through the future and make plans accordingly. Primitive utopia and religious utopia are kind of not my favorite ones.","positive",0.684560567140579,9,"positive","neutral","negative","positive","positive","positive","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"6a02ab669081e158531f77f6",1,1,1,"",27,"man","master","part_time",1,1,1,6,6,6,6,5,5,6,5,6,5,6,6,1,2,1,2,1,5,5,5,5,2,1,4,2,9,1,6,1,7,3,5,5,6,6,6,5,2,5,1,4,1,1,6,2,5,2,8,9,8,7,7,FALSE,1,2,5,3,6,4,7," I think that a type that was missing was matriarchy. I believe that a green society built in a matriarchal society would be the best chance for humanity's success. Historically, humans have been matriarchal. The difference between a matriarchy and a patriarchy is whether or not the leaders genuinely care about the people, and I feel that that would be an important value or approach in a future society that I would love to be a part of."," I put religious utopia at the bottom because that seems awful and horrible. And as evidenced by today's world, when religious control is so tightly knit with governmental control, it leads to a lot of suffering. um and then uh data-driven governance like us people should be in charge of our own governance so that one's you know just barely uh better than that and then I put modern green utopia at the top um I don't believe that we can actually um have a continuation of the systems we have right now which seems like four and five are what we've been. We need to shift to something more sustainable and secure for the future.","positive",0.695291683077812,18,"neutral","negative","negative","negative","neutral","neutral","neutral","negative","neutral","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"69b87d2899ff8b885daeea48",1,1,1,"",70,"woman","master","self_employed",1,9,7,6,5,5,5,6,5,3,6,7,6,6,6,3,3,1,5,1,1,6,3,2,5,5,7,6,7,9,8,7,6,7,5,4,7,6,5,5,4,4,2,4,4,4,5,5,5,2,8,6,9,5,9,FALSE,1,4,5,3,2,7,6," What I can say that is missing is a version of AI to have the society work together to"," My ranking is in this way because in a new environmental society, science and innovation are very much important in sustainability. This helps to keep what we want, the low tech which are useful for everyday governance, the rule of law to maintain what we are doing and the Hina morality to keep everyone in check, then religion has to be at least God-fearing in everything we do.","neutral",0.606633871793747,7,"neutral","positive","positive","positive","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"6a1df769b69ebcd2ecca9375",1,1,1,"Interesting study, I'd be interested to know how my answers compare.  Cool stuff. ",33,"man","bachelor","unemployed",0,8,1,5,2,5,2,4,1,2,2,5,2,4,3,1,2,1,1,1,1,1,2,2,3,1,5,3,4,9,5,6,6,4,4,4,4,4,2,3,3,3,4,4,3,2,4,3,2,5,8,8,9,8,8,FALSE,3,1,5,2,6,7,4," the only thing i can really think of is some sort of combination of you know the science and morality um like the science-driven future yes i understand but i understand what's the best scientifically you know for everyone might also not always be the most moral so i can i can see that there's conflicts that would be there um but that's what i would say is if there's a way to figure out the scientific forward-thinking aspect uh while also holding you know people morally accountable to stuff stuff bad stuff from happening uh i think that that would be that would be nice that would be my missing utopia it's like the science science morality science forward-thinking morality utopia"," um i rank them this way because so i'll just start from the top um the futurist utopia definitely seems like number one to me um that seems like the way to you know move forward using you know science and that's that's how it got to where we are now so that's what we need to do uh the moral commonwealth that would be very preferred uh it just seems almost like impossible like to imagine it working like that um but it'd be really cool if it did and that's why i think that that's like number two uh primitivist primitivist utopia that's more like just my pick um i think something like that would be awesome you know just like a small small scale living you know you take care of your community you have small communities and everything you know is just done within the community you trade with other communities whatever uh but small communities i think is great um the green utopia is also pretty good that's the last of the ones that i would actually like um i think the idea behind it's really good and i think i mean you know it it could be up there above primitivist, excuse me, for me, but I don't know. I thought the primitivist sound better. The bottom three, religious, institutional, and AI-centered, I don't like at all. I don't like the religious utopia at all. I don't think that, you know, forcing religion is a good thing to do for anybody uh i don't like the institutional utopia at all um you know it doesn't sound like utopia it sounds like a dystopia um you know even if you're doing right thing all the time it still just doesn't sound good uh and then the ai-centered utopia maybe it's just recency bias or something uh but that sounds also like a dystopia it sounds like you know a horror movie like i don't think i don't think we as as humanity want something like that","neutral",0.636512130498886,46,"neutral","neutral","neutral","neutral","negative","neutral","neutral","negative","positive","neutral","neutral","positive","neutral","neutral","neutral","neutral","positive","positive","positive","positive","neutral","neutral","negative","negative","neutral","negative","neutral","negative","neutral","negative","neutral","negative","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,"6994b577aff7c16f28cb7589",1,1,1,"",25,"man","bachelor","full_time",1,2,1,7,6,7,6,6,5,5,5,7,6,6,7,1,1,1,1,2,3,5,5,5,3,2,1,2,9,1,3,1,9,4,5,5,5,6,2,4,2,4,2,4,2,2,4,3,4,3,4,11,9,4,3,FALSE,1,2,4,3,5,6,7," nothing for me was missing I think the green utopia was the one that I wanted to see and I saw it"," Yeah, I kind of feel that the religious utopia is the least desirable because everyone will have to conform to the chosen religion. It's kind of like the rule of law one, but AI is only slightly better than that because it's not like you're being forced to conform to any specific thing. I think that the modern green one is the best one. It's the one I most prefer because it aligns my beliefs and my goals for the world. It would be the best for the planet. The futurist one would be the second best because it would just do them. I rank them because I believe I rank them in terms of what would be the best good for most people. So it kind of follows down the scale. Yeah.","positive",0.635119915008545,15,"neutral","negative","neutral","neutral","neutral","neutral","positive","positive","positive","positive","neutral","neutral","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"6a0ea4f8733aee44ede4cefe",1,1,1,"",20,"man","some_college","student",0,2,3,3,6,5,5,5,3,5,3,5,5,6,6,1,1,1,1,1,1,1,1,2,1,1,2,2,6,7,4,1,4,1,2,6,2,1,3,2,4,2,4,2,2,1,5,1,5,2,11,5,6,4,3,FALSE,2,1,4,3,7,6,5," i'm not gonna lie i'm pretty sure the moral one and the scientific one were like the perfect one if you combine those two those were like the most perfect out of all of them uh please describe briefly a type of society that you feel was missing in spain um really i don't think anything was missing i think you should just combine the top two i had which is more utopian scientific a big, futuristic, innovative utopia. Just combine them, it'll be perfect."," hi so um i clicked moral commonwealth immorality first because well if a society is performing on how good people are then that is the society i most prefer to live in pictures utopia i'm a very science-based person so yeah i think that would be very good for me innovation yeah pushing humanity forward is exactly what i dream of for a positive government you know uh modern green utopia sustainable and secure using green energy yeah i really like that it's really nice peaceful uh primitive utopia low-tech and small scale okay this is where it gets bad uh don't mind the small scale low-tech stuff just wish i had my phone you know that's about it though basically the early 2000s but with new smartphones you know that's that's how i like it not like this so uh it's a social institutional utopia rule of law it's not basically we're in right now let me play um honestly it's forgetful i can't remember that one i can't religious utopia no just no terrible people should be able to uh believe in however they may believe in not how some government forces them onto ai center utopia no i'm not having ai govern me that's wrong in a moral","positive",0.838274776935577,29,"neutral","neutral","neutral","positive","positive","positive","neutral","positive","positive","negative","neutral","neutral","neutral","neutral","neutral","neutral","negative","negative","neutral","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
