"result_id","PROLIFIC_PID","dummy_informedconsent","hp_exclusionCriteria","commCheck","counterVisualTraps","visualTrapResponse","visualTrap_Planets_response","visualTrap_Planets_responseLabel","visualTrap_Planets_correct","visualTrap_Planets_rtMs","visualTrap_Collision_response","visualTrap_Collision_responseLabel","visualTrap_Collision_correct","visualTrap_Collision_rtMs","visualTrap_CafeWall_response","visualTrap_CafeWall_responseLabel","visualTrap_CafeWall_correct","visualTrap_CafeWall_rtMs","visualTrap_Circles_response","visualTrap_Circles_responseLabel","visualTrap_Circles_correct","visualTrap_Circles_rtMs","visualTrap_Lines_response","visualTrap_Lines_responseLabel","visualTrap_Lines_correct","visualTrap_Lines_rtMs","visualTrap_Robot_response","visualTrap_Robot_responseLabel","visualTrap_Robot_correct","visualTrap_Robot_rtMs","visualTrap_order","condition_FutureSociety","cue","cue_coding","R1","R2","R3","R4","R5","para_countclicks","AR-2","AR-5","AR-3","AR-1","AR-4","undUtopiaGeneral","undUtopiaGoal","undUtopiaHow","clearUtopia","clearUtopiatext","biasUtopia","biasUtopiatext","attributesFutureSociety-5","attributesFutureSociety-6","attributesFutureSociety-2","attributesFutureSociety-3","attributesFutureSociety-4","attributesFutureSociety-7","attributesFutureSociety-1","attributesFutureSociety-8","utopiaPrototypeAssignment","protoConfidenceRadio","protoReasonText","feedback_critic","assoc1_response","assoc1_valence","assoc2_response","assoc2_valence","assoc3_response","assoc3_valence","assoc4_response","assoc4_valence","assoc5_response","assoc5_valence","para_static_userAgent","para_static_platform","para_static_language","para_static_languages","para_static_cookieEnabled","para_static_online","para_static_webdriver","para_static_hardwareConcurrency","para_static_deviceMemory","para_static_maxTouchPoints","para_static_screen_width","para_static_screen_height","para_static_screen_availWidth","para_static_screen_availHeight","para_static_screen_colorDepth","para_static_screen_pixelDepth","para_static_viewport_innerWidth","para_static_viewport_outerWidth","para_static_viewport_outerHeight","para_static_viewport_devicePixelRatio","para_static_page_url","para_static_page_hostname","para_static_page_pathname","para_static_page_protocol","para_static_page_referrer","para_static_page_title","para_static_locale_timezone","para_static_locale_timezoneOffset","para_static_network_effectiveType","para_static_network_downlink","para_static_network_rtt","para_static_network_saveData","para_static_mediaQueries_prefersDarkScheme","para_static_mediaQueries_prefersReducedMotion","para_static_mediaQueries_prefersReducedTransparency","para_static_mediaQueries_prefersContrastMore","para_static_mediaQueries_pointerCoarse","para_static_mediaQueries_pointerFine","para_static_mediaQueries_hover","para_static_features_localStorage","para_static_features_sessionStorage","para_static_features_indexedDB","para_static_features_serviceWorker","para_static_features_bluetooth","para_static_features_usb","para_static_features_clipboard","para_static_features_mediaDevices","para_static_features_permissions","para_static_features_storageManager","para_static_features_visualViewport","para_ip_ip","para_ip_network","para_ip_version","para_ip_city","para_ip_region","para_ip_region_code","para_ip_country","para_ip_country_name","para_ip_country_code","para_ip_country_code_iso3","para_ip_country_capital","para_ip_country_tld","para_ip_in_eu","para_ip_postal","para_ip_latitude","para_ip_longitude","para_ip_timezone","para_ip_utc_offset","para_ip_country_calling_code","para_ip_currency","para_ip_currency_name","para_ip_languages","para_ip_country_area","para_ip_country_population","para_ip_asn","para_ip_org","para_meta_startedAt","keyStats_count","keyStats_mean","keyStats_median","keyStats_min","keyStats_max","para_static_viewport_innerHeight","para_static_doNotTrack","para_ip_continent_code","State","Duration","duration_seconds"
"15291","675c89cc4e1a6bad637f454f","1","FALSE","1",5,"1","2","Orange",TRUE,51291,"1","Green Triangle Only",TRUE,74934,"3","Slanted / Diagonal",TRUE,46107,"2","Red Circle",TRUE,15966,"1","Blue Line",TRUE,13972,"3","Mostly around the center of the square",TRUE,18060,"Circles // Planets // Collision // Robot // CafeWall // Lines","anarchic","described future society","anarchic","good","healthy","developed","morality","humanity",1,"6","6","6","6","6","The future society is very good. Everything is governed by the common good and betterment of humanity. There is sharing of resources although the resources are not abundant. ","To ensure equitable distribution of resources based on consciousness of the society and not laws","The society works by a shared sense of morality where people just willingly share resources as required.","4",NA,"2",NA,"6","6","6","6","6","6","6","6","moral_commonwealth_anarchic","7",NA,"No","good","6","healthy","6","developed","6","morality","6","humanity","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,10,2189,1460,2189,1460,32,32,2190,2175,1445,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/c1e88ff3-68e3-4a95-98b6-7c9e91f27bd5/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/c1e88ff3-68e3-4a95-98b6-7c9e91f27bd5/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Indianapolis",240,"3g",1.15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2607:fb92:1680:57d9:c007:dc57:6f03:421a","2607:fb92:1600::/40","IPv6","Indianapolis","Indiana","IN","US","United States","US","USA","Washington",".us",FALSE,"46201",39.76838,-86.15804,"America/Indiana/Indianapolis","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS21928","T-Mobile USA, Inc.","2026-04-07T11:06:36.888Z",580,796.157413793103,173.450000000186,4.5,102906.2,1460,NA,NA,"FINISHED","00:20:07",1207
"15292","6994de516d0bfd8811558579","1","FALSE","1",5,"2","2","Orange",TRUE,31737,"1","Green Triangle Only",TRUE,29040,"3","Slanted / Diagonal",TRUE,13459,"2","Red Circle",TRUE,6320,"1","Blue Line",TRUE,7852,"3","Mostly around the center of the square",TRUE,24827,"Planets // Collision // Robot // CafeWall // Lines // Circles","anarchic","described future society","anarchic","Happy","Content","Grateful","Warm","Loved",1,"7","7","7","7","7","Everyone works together for the greater good. People aren't poor or starving. ","That everyone is equal and everyone works together. ","Everyone receives the same benefits and food and water. ","4",NA,"3","I didn't sense anything negative and the way it was described sounded peaceful. ","7","5","6","6","6","6","6","6","moral_commonwealth_anarchic","6",NA,NA,"Happy","7","Content","7","Grateful","7","Warm","7","Loved","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,12,8,0,1536,864,1536,816,32,32,1536,1522,850,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/ee4cf954-9874-4aac-baff-4e815dc7d010/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/ee4cf954-9874-4aac-baff-4e815dc7d010/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"163.252.5.160","163.252.0.0/17","IPv4","Bangor","Maine","ME","US","United States","US","USA","Washington",".us",FALSE,"04401",44.79884,-68.77265,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS13977","Fidium","2026-04-07T11:06:43.448Z",361,1257.42576177266,178.899999976158,20.3000000715256,270980.300000072,864,NA,NA,"FINISHED","00:08:44",524
"15293","69696695a46b968d40daf6e1","1","FALSE","1",5,"2","2","Orange",TRUE,60062,"1","Green Triangle Only",TRUE,45748,"3","Slanted / Diagonal",TRUE,50332,"2","Red Circle",TRUE,23612,"1","Blue Line",TRUE,102538,"3","Mostly around the center of the square",TRUE,15892,"Collision // Lines // CafeWall // Robot // Circles // Planets","religious","described future society","religious","Dystopian","Somewhat apocalyptic","Religious tyranny","law","Dissonance",1,"7","5","6","6","5","A society guided by a strong moral compass under the guise of religion","1. Maintain peace and stability
2. Promote moral order
3.Ensure resources are used well","1. Scriptures
2.Belief in divine guidance","3",NA,"2",NA,"6","2","5","2","6","6","3","2","religious_millennial","7",NA,NA,"Dystopian","6","Somewhat apocalyptic","7","Religious tyranny","6","law","5","Dissonance","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,20,8,0,2560,1664,2560,1622,24,24,1600,1266,706,2,"https://weblab.psychologie.uni-freiburg.de/publix/bd35f3e9-8633-4245-82ae-fa99a009902b/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/bd35f3e9-8633-4245-82ae-fa99a009902b/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",0.35,400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"113.20.52.245","113.20.52.0/22","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20146",39.0814,-77.6443,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T11:06:57.738Z",445,2159.43617977528,210,7.60000000055879,506272.300000001,900,NA,NA,"FINISHED","00:19:01",1141
"15294","66ae0709d8dd8981a2d6ee04","1","FALSE","1",5,"1","2","Orange",TRUE,14748,"1","Green Triangle Only",TRUE,9598,"3","Slanted / Diagonal",TRUE,11340,"2","Red Circle",TRUE,2836,"1","Blue Line",TRUE,3342,"3","Mostly around the center of the square",TRUE,8308,"Planets // CafeWall // Lines // Circles // Robot // Collision","futurist","described future society","futurist","familiar","plausible","comprehensible","worrisome","greed",2,"4","1","4","4","3","A world where trustworthy scientific institutions are needed to continually innovate so that the scarce resources on the planet are managed effectively. There are laws and other things in place to act as guardrails in this future society.","To make the most of the planet's resources via constant innovation.","There are scientific institutions that are constantly innovating to find ways to make use of the planet's limited resources. Other societal institutions that determine rules/laws are also in place to help keep order.","4",NA,"2",NA,"2","5","4","4","5","3","1","6","futurist","5",NA,"This has been interesting.","familiar","4","plausible","4","comprehensible","4","worrisome","3","greed","1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,NA,0,1536,864,1536,864,24,24,1536,1536,864,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/dc853251-4d19-4c3b-83a9-752117edd2ce/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/dc853251-4d19-4c3b-83a9-752117edd2ce/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:89:c600:b630:a5f9:4c7:ce32:8b01","2601:89:c600:8000::/50","IPv6","Washington","New Jersey","NJ","US","United States","US","USA","Washington",".us",FALSE,"07882",40.7575,-74.9967,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T11:08:00.683Z",782,372.782608695652,109,0,88484,864,"1",NA,"FINISHED","00:07:20",440
"15297","69d2b682cb4fce2cc6c59711","1","FALSE","1",5,"3","2","Orange",TRUE,39801,"2","Green Triangle and Green Rectangle",FALSE,59554,"1","Straight / Horizontal",FALSE,29501,"4","Cannot be determined from the image",FALSE,26087,"3","NONE (they are the same size)",FALSE,8415,"2","Mostly on the upper right of the square",FALSE,38014,"Planets // Robot // CafeWall // Collision // Circles // Lines","futurist","described future society","futurist","Resource management","Stability","Rationalism","Sustainability","Progress-oriented",0,"6","5","3","7","6","This is a post-crisis technocracy where legitimate authority is derived from science and technology","Overcome scarcity
Ensure smooth functioning of the society","Uses rational planning
","4",NA,"2",NA,"5","6","6","6","6","5","5","6","modern_green","5",NA,NA,"Resource management","7","Stability","6","Rationalism","3","Sustainability","6","Progress-oriented","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1280,720,1280,720,24,24,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/736f4806-db2c-4bcb-9fdc-a1b5020bfc13/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/736f4806-db2c-4bcb-9fdc-a1b5020bfc13/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",0.45,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"86.109.82.162","86.109.82.0/23","IPv4","Lewisburg","West Virginia","WV","US","United States","US","USA","Washington",".us",FALSE,"24901",37.80179,-80.44563,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS11426","Charter Communications Inc","2026-04-07T11:13:16.903Z",285,841.133684210525,265.199999999255,41.8000000007451,52611,1080,NA,NA,"FINISHED","00:11:41",701
"15298","62740f4f578f0114e649016d","1","FALSE","1",5,"1","2","Orange",TRUE,26941,"1","Green Triangle Only",TRUE,17596,"3","Slanted / Diagonal",TRUE,16344,"2","Red Circle",TRUE,7096,"1","Blue Line",TRUE,5667,"3","Mostly around the center of the square",TRUE,9560,"Planets // Circles // Collision // CafeWall // Robot // Lines","religious","described future society","religious","superstitious","old-fashioned","religious","unscientific","lacking knowledge",1,"3","1","2","2","1","The future society described just overcame a large crisis, meaning there are resources like food and shelter, but they aren't abundant. Most of society is driven by religion rather than science and technology. People believe that by channeling magical forces they can overcome circumstances and that leadership and authority are derived by religious leaders.","The main goal of the future society seems to be to rebuild after a crisis, as well as maintain order and authority without many political institutions, favoring religious ones instead.","It uses relatively few institutions, but does have a formal religious structure and hierarchy. The people believe that authority is derived from the divine and that those who are closer to deities are in charge.","4",NA,"2",NA,"2","2","2","1","3","2","1","5","religious_millennial","7",NA,"I have no criticism or feedback. Thank you for the opportunity to participate.","superstitious","2","old-fashioned","3","religious","2","unscientific","1","lacking knowledge","1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1920,1080,1920,1040,32,32,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/e2d2ad1e-0b9c-4ea7-bdf1-130b47f36e48/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/e2d2ad1e-0b9c-4ea7-bdf1-130b47f36e48/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",5.4,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2603:6010:c400:7e69:798d:2fef:a41c:a86c","2603:6010:c400::/40","IPv6","Tipp City","Ohio","OH","US","United States","US","USA","Washington",".us",FALSE,"45371",39.9584,-84.1722,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS10796","Charter Communications Inc","2026-04-07T11:14:11.698Z",975,257.931384615287,102.100000143051,6.20000004768372,86620.2999999523,1080,"1",NA,"FINISHED","00:07:47",467
"15301","69b32d9bb8ca8629fc044d19","1","FALSE","1",5,"2","2","Orange",TRUE,22922,"1","Green Triangle Only",TRUE,27635,"3","Slanted / Diagonal",TRUE,12404,"2","Red Circle",TRUE,12566,"1","Blue Line",TRUE,13984,"3","Mostly around the center of the square",TRUE,20648,"Lines // Circles // Collision // Robot // CafeWall // Planets","futurist","described future society","futurist","future","science","100 years","materials","technological",0,"6","6","4","4","4","The future society is 100 years from now. Some civilization survived a major crisis. Food and basic necessities are available but they are scarce. Instead of a standard justice system like there is today this society is based off of science. They build their laws around their science findings to obtain more resources to be able to sustain life. ","The main goals of this future society is to maintain life and be able to acquire more abundant resources.","This society used science as a practice to implement their rules to the people and institutions.","4",NA,"2",NA,"6","4","2","2","4","4","4","6","futurist","7",NA,"Thank you :)","future","4","science","6","100 years","4","materials","4","technological","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,4,0,1366,768,1366,720,32,32,1366,1350,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/d9a254d0-88c6-496d-a678-197c3a1911bd/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/d9a254d0-88c6-496d-a678-197c3a1911bd/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:18c:9000:2f50:6526:bf7e:85c9:a516","2601:18c:9000::/50","IPv6","Concord","New Hampshire","NH","US","United States","US","USA","Washington",".us",FALSE,"03301",43.2188,-71.5294,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T11:27:57.867Z",765,438.418431372502,157.800000011921,2.5,65536.5999999642,768,NA,NA,"FINISHED","00:10:46",646
"15302","69afaa90fb69a6488ece26e4","1","FALSE","1",5,"3","2","Orange",TRUE,18767,"1","Green Triangle Only",TRUE,11101,"3","Slanted / Diagonal",TRUE,5603,"2","Red Circle",TRUE,4810,"1","Blue Line",TRUE,4344,"3","Mostly around the center of the square",TRUE,8380,"CafeWall // Circles // Collision // Lines // Planets // Robot","futurist","described future society","futurist","fun","tech","quick","calm","safe",0,"7","7","7","7","7","emphasis on tech","efficiency through technology","focus on sustainability and safety in their advancements","3",NA,"2",NA,"7","6","6","5","7","6","2","4","futurist","6",NA,"No","fun","7","tech","7","quick","7","calm","7","safe","7","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","MacIntel","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1440,900,1440,900,30,30,1440,1440,900,2,"https://weblab.psychologie.uni-freiburg.de/publix/b1ac4c23-c0ee-41ae-802d-17e49b9bcde4/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/b1ac4c23-c0ee-41ae-802d-17e49b9bcde4/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"67.81.87.163","67.81.80.0/21","IPv4","Edison","New Jersey","NJ","US","United States","US","USA","Washington",".us",FALSE,"08817",40.5175,-74.3991,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS6128","Cablevision Systems Corp.","2026-04-07T11:31:07.954Z",152,582.161842104636,167.899999976158,11.0999999046326,30105.4000000954,900,NA,NA,"FINISHED","00:03:14",194
"15303","69d2a237eb676423789613a4","1","FALSE","1",5,"2","2","Orange",TRUE,20093,"1","Green Triangle Only",TRUE,20567,"3","Slanted / Diagonal",TRUE,14023,"2","Red Circle",TRUE,7367,"1","Blue Line",TRUE,11524,"3","Mostly around the center of the square",TRUE,10914,"Circles // Collision // CafeWall // Lines // Robot // Planets","lawBased","described future society","lawBased","ordered","peaceful","rigid","bland","happy",2,"6","6","3","5","3","The future society is based on strong structure and order, strong laws and the interests of the collective rather than the individual","To maintain peace and stability through clear laws, and to prevent individuals from working against that peace and stability","Through strong laws and institutions which encourage behavior that benefits society, and which punish and discourage behavior which may harm it","4",NA,"2",NA,"2","2","5","4","5","2","4","5","institutional_law","7",NA,NA,"ordered","5","peaceful","6","rigid","3","bland","3","happy","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,NA,0,1408,792,1408,748,24,24,1408,1396,785,1.36363636363636,"https://weblab.psychologie.uni-freiburg.de/publix/359a584c-2bd7-484b-9887-fa3fe23b7948/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/359a584c-2bd7-484b-9887-fa3fe23b7948/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2603:6010:6725:e900:6199:f1df:8a70:3fe6","2603:6010:6700::/42","IPv6","Erie","Pennsylvania","PA","US","United States","US","USA","Washington",".us",FALSE,"16506",42.0751,-80.1464,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS10796","Charter Communications Inc","2026-04-07T11:34:39.598Z",714,1039.49719887955,124,0,432499,792,"unspecified",NA,"FINISHED","00:18:13",1093
"15304","6944279b6ce0185ccdba8208","1","FALSE","1",5,"2","2","Orange",TRUE,29730,"2","Green Triangle and Green Rectangle",FALSE,69978,"3","Slanted / Diagonal",TRUE,22776,"2","Red Circle",TRUE,21018,"1","Blue Line",TRUE,12567,"2","Mostly on the upper right of the square",FALSE,18455,"Collision // Planets // Lines // Circles // CafeWall // Robot","anarchic","described future society","anarchic","trust","restraint","fragile","solidarity","conscience",6,"2","6","3","7","7","the future society is a peaceful society where resources are available","to keep coercion and formal authority low while relying on voluntary cooperation","by having each person regulate their behavior","4",NA,"2",NA,"7","6","6","5","6","7","6","3","futurist","7",NA,"none","trust","7","restraint","2","fragile","3","solidarity","7","conscience","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,6,8,0,1920,1080,1920,1032,24,24,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/a472b3b2-4cf2-4810-8a91-522972fd92e8/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/a472b3b2-4cf2-4810-8a91-522972fd92e8/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",0.45,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"92.51.41.209","92.51.40.0/22","IPv4","Washington","District of Columbia","DC","US","United States","US","USA","Washington",".us",FALSE,"20068",38.894,-77.0365,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T11:35:42.078Z",264,1635.34696969698,284.050000000745,113.30000000447,196310.5,1080,NA,NA,"FINISHED","00:23:06",1386
"15305","612c6bd26f5f81c5765989d9","1","FALSE","1",5,"3","2","Orange",TRUE,34245,"1","Green Triangle Only",TRUE,51485,"3","Slanted / Diagonal",TRUE,59411,"2","Red Circle",TRUE,21877,"1","Blue Line",TRUE,45472,"3","Mostly around the center of the square",TRUE,245579,"Circles // Planets // Robot // Lines // Collision // CafeWall","moderngreen","described future society","moderngreen","Scarce.","Struggle.","Controlled.","Limited.","Difficult.",0,"4","4","1","1","1","A society where peace is a reality, but natural resources are very limited.","To conserve natural resources.","Policies are put in place to maintain the resources.","4",NA,"2",NA,"1","1","1","1","4","1","1","4","modern_green","7",NA,"No.","Scarce.","1","Struggle.","4","Controlled.","1","Limited.","1","Difficult.","4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1536,864,1536,816,32,32,1536,1522,NA,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/2f633368-9997-4a4a-b8e1-6c3a2692f7a8/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/2f633368-9997-4a4a-b8e1-6c3a2692f7a8/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,"4g",10,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"71.195.5.112","71.195.0.0/20","IPv4","Saint Paul","Minnesota","MN","US","United States","US","USA","Washington",".us",FALSE,"55108",44.9825,-93.1863,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T11:38:59.537Z",637,2042.80549450549,157.199999988079,14.7999999970198,738032,864,NA,NA,"FINISHED","00:35:19",2119
